-4.510224134339340394e-04,-4.586935316737610958e-04,-5.717933518763395001e-04,-5.127847500315160225e-04,-4.276156680354873925e-04,-3.444135394342862587e-04,-4.295826214303148345e-04,-4.734456821349669652e-04,0.000000000000000000e+00
-3.392994606077349420e-04,-3.367424211944592565e-04,-4.258454099801427164e-04,-3.825724352939388292e-04,-3.153026291908400517e-04,-2.584576760803267820e-04,-3.217935753937706212e-04,-3.448069301132517905e-04,0.000000000000000000e+00
-2.783239053680840224e-04,-2.659320989806710726e-04,-3.420531953604933934e-04,-3.080249016299784729e-04,-2.574741993829130610e-04,-2.126276619808472094e-04,-2.625882782094644320e-04,-2.761602566337738145e-04,0.000000000000000000e+00
-2.018094183092962511e-04,-1.925647373536072573e-04,-2.505898625010170139e-04,-2.218723429365362303e-04,-2.049565437410201800e-04,-1.571595762467131654e-04,-1.972854255011931236e-04,-1.988589882170550881e-04,0.000000000000000000e+00
-1.964986441432621414e-04,-1.852870097927456785e-04,-2.391815328110177851e-04,-2.128243573203299752e-04,-1.968920348222276189e-04,-1.514554114017135781e-04,-1.886308305639523462e-04,-1.892209165824005896e-04,0.000000000000000000e+00
-1.951217767668829428e-04,-1.837134470768837140e-04,-2.395749234899832627e-04,-2.108574039255025332e-04,-2.000391602539515479e-04,-1.508653253832653346e-04,-1.850903144532629397e-04,-1.935482140510209783e-04,0.000000000000000000e+00
-1.945316907484346994e-04,-1.846969237742974621e-04,-2.401650095084315061e-04,-2.138078340177436963e-04,-1.986622928775723493e-04,-1.522421927596445332e-04,-1.852870097927456785e-04,-1.941383000694692218e-04,0.000000000000000000e+00
-1.964986441432621414e-04,-1.839101424163664799e-04,-2.411484862058452272e-04,-2.136111386782609575e-04,-1.990556835565378269e-04,-1.526355834386100379e-04,-1.872539631875731476e-04,-1.929581280325727349e-04,0.000000000000000000e+00
-1.963019488037794026e-04,-2.578125153668233902e-02,1.031187118958658971e-01,-1.031309070069138384e-01,1.546867421082700478e+00,-1.546881976537822334e+00,-6.294250863447836674e-06,1.031245144083806409e+00,0.000000000000000000e+00
-1.966953394827449073e-04,-1.882374398849868686e-04,-2.421319629032589482e-04,-2.128243573203299752e-04,-1.974821208406758624e-04,-1.516521067411962897e-04,-1.852870097927456785e-04,-1.945316907484346994e-04,0.000000000000000000e+00
-1.943349954089519335e-04,-1.827299703794699930e-04,-2.413451815453279930e-04,-2.134144433387782187e-04,-1.984655975380895834e-04,-1.538157554755064976e-04,-1.880407445455041027e-04,-1.961052534642966638e-04,0.000000000000000000e+00
-1.945316907484346994e-04,-1.819431890215390379e-04,-2.397716188294660286e-04,-2.106607085860197673e-04,-1.972854255011931236e-04,-1.538157554755064976e-04,-1.850903144532629397e-04,-1.945316907484346994e-04,0.000000000000000000e+00
-1.939416047299864559e-04,-1.833200563979182364e-04,-2.407550955268797496e-04,-2.112507946044680108e-04,-1.994490742355033315e-04,-1.520454974201617944e-04,-1.870572678480903817e-04,-1.931548233720555008e-04,0.000000000000000000e+00
-1.951217767668829428e-04,-1.868605725086076429e-04,-2.393782281505005510e-04,-2.138078340177436963e-04,-1.996457695749860703e-04,-1.512587160622308122e-04,-1.876473538665386252e-04,-1.943349954089519335e-04,0.000000000000000000e+00
-1.959085581248138979e-04,-1.825332750399872542e-04,-2.393782281505005510e-04,-2.153813967336056607e-04,-1.984655975380895834e-04,-1.514554114017135781e-04,-1.856804004717111831e-04,-1.949250814274001769e-04,0.000000000000000000e+00
-1.941383000694692218e-04,-1.823365797005045154e-04,-2.395749234899832627e-04,-2.128243573203299752e-04,-2.002358555934342867e-04,-1.538157554755064976e-04,-1.846969237742974621e-04,-1.937449093905037171e-04,0.000000000000000000e+00
-1.923680420141244914e-04,-1.831233610584354977e-04,-2.407550955268797496e-04,-2.114474899439507767e-04,-1.994490742355033315e-04,-1.514554114017135781e-04,-1.636505224496437620e-04,5.015731156809994783e-05,0.000000000000000000e+00
-1.935482140510209783e-04,-1.856804004717111831e-04,-2.411484862058452272e-04,-2.128243573203299752e-04,-1.978755115196413671e-04,-1.502752393648170912e-04,-1.868605725086076429e-04,-1.905977839587797882e-04,0.000000000000000000e+00
-1.923680420141244914e-04,-1.843035330953319575e-04,-2.399683141689487674e-04,-2.128243573203299752e-04,-1.974821208406758624e-04,-1.520454974201617944e-04,-1.890242212429178237e-04,-1.929581280325727349e-04,0.000000000000000000e+00
-1.943349954089519335e-04,-1.843035330953319575e-04,-2.411484862058452272e-04,-2.108574039255025332e-04,-1.986622928775723493e-04,-1.526355834386100379e-04,-1.892209165824005896e-04,-1.955151674458484204e-04,0.000000000000000000e+00
