5.539	3873.33
5.547	3862.05
5.555	3863.08
5.562	3866.67
5.57	3858.46
5.578	3857.44
5.586	3869.74
5.594	3873.33
5.602	3866.15
5.609	3866.67
5.618	3870.26
5.625	3868.21
5.632	3866.15
5.641	3864.1
5.648	3863.59
5.657	3868.21
5.665	3865.13
5.672	3853.85
5.681	3856.41
5.688	3866.67
5.696	3864.1
5.704	3860.51
5.711	3871.79
5.719	3874.87
5.727	3863.59
5.735	3860
5.743	3857.44
5.75	3846.67
5.758	3841.54
5.766	3850.77
5.774	3857.44
5.782	3852.31
5.789	3854.36
5.797	3857.44
5.805	3849.23
5.813	3850.77
5.82	3860
5.828	3860
5.836	3858.97
5.844	3863.08
5.852	3862.56
5.86	3856.41
5.867	3850.26
5.875	3848.21
5.883	3851.28
5.891	3857.95
5.899	3865.13
5.906	3861.54
5.914	3853.33
5.922	3849.74
5.93	3848.21
5.938	3852.82
5.946	3860
5.954	3857.95
5.962	3852.31
5.969	3856.41
5.977	3856.92
5.985	3851.79
5.993	3851.28
6.001	3850.77
6.009	3860
6.017	3868.72
6.024	3860
6.033	3859.49
6.04	3869.23
6.047	3863.59
6.055	3856.41
6.063	3867.18
6.071	3877.44
6.078	3869.74
6.086	3864.1
6.094	3870.26
6.102	3867.18
6.11	3856.41
6.118	3856.92
6.125	3867.69
6.133	3875.9
6.141	3869.74
6.148	3854.36
6.157	3855.9
6.164	3870.77
6.172	3871.79
6.18	3862.56
6.188	3867.18
6.196	3877.95
6.204	3872.82
6.211	3860
6.219	3856.41
6.227	3863.08
6.235	3863.59
6.243	3856.92
6.251	3859.49
6.258	3861.03
6.266	3847.18
6.274	3841.54
6.282	3851.79
6.29	3854.87
6.297	3853.85
6.304	3860.51
6.312	3862.05
6.321	3851.79
6.329	3848.72
6.336	3854.87
6.344	3857.44
6.351	3854.36
6.36	3853.33
6.368	3859.49
6.375	3860
6.383	3852.31
6.39	3853.33
6.398	3856.41
6.406	3850.26
6.415	3854.87
6.423	3866.15
6.43	3863.08
6.438	3854.87
6.446	3863.08
6.454	3880
6.462	3877.44
6.469	3862.05
6.477	3860
6.485	3869.23
6.493	3873.85
6.501	3870.77
6.509	3864.1
6.516	3858.97
6.524	3864.1
6.532	3870.77
6.541	3863.59
6.547	3858.46
6.556	3869.23
6.562	3875.38
6.572	3871.28
6.578	3869.74
6.586	3871.28
6.594	3865.64
6.601	3856.92
6.609	3856.92
6.623	3863.59
6.627	3863.08
6.633	3854.36
6.641	3854.36
6.649	3859.49
6.657	3853.85
6.665	3850.77
6.673	3861.54
6.681	3869.74
6.689	3869.74
6.696	3867.69
6.705	3858.46
6.712	3853.33
6.72	3860.51
6.729	3865.13
6.736	3854.87
6.743	3848.72
6.752	3857.95
6.759	3860.51
6.767	3854.87
6.774	3857.44
6.783	3867.69
6.791	3872.31
6.799	3864.62
6.806	3859.49
6.814	3862.05
6.821	3862.56
6.829	3864.62
6.837	3863.59
6.845	3856.92
6.854	3856.41
6.86	3851.79
6.868	3840.51
6.877	3838.97
6.885	3845.13
6.893	3849.74
6.9	3851.28
6.907	3849.23
6.916	3847.18
6.923	3848.72
6.931	3852.82
6.939	3851.79
6.946	3846.15
6.954	3844.62
6.962	3844.62
6.971	3838.97
6.978	3832.31
6.987	3841.03
6.994	3850.77
7.001	3852.82
7.009	3857.95
7.017	3857.95
7.025	3855.38
7.033	3864.62
7.04	3871.79
7.048	3865.13
7.056	3862.05
7.065	3861.03
7.072	3854.87
7.079	3856.41
7.087	3861.03
7.095	3857.95
7.103	3858.46
7.111	3866.67
7.118	3866.15
7.126	3865.64
7.134	3867.69
7.142	3862.05
7.151	3857.95
7.158	3857.44
7.166	3858.97
7.173	3862.05
7.181	3862.56
7.189	3863.08
7.197	3863.08
7.205	3861.03
7.211	3861.03
7.22	3862.05
7.227	3862.56
7.236	3859.49
7.244	3856.92
7.251	3861.03
7.259	3861.03
7.267	3858.97
7.275	3865.13
7.283	3873.33
7.291	3866.15
7.298	3851.28
7.306	3853.33
7.314	3864.62
7.322	3866.67
7.33	3865.64
7.337	3865.64
7.344	3866.67
7.353	3868.21
7.361	3858.97
7.369	3851.28
7.376	3861.54
7.384	3873.33
7.392	3871.79
7.4	3870.77
7.408	3872.82
7.416	3863.08
7.422	3855.9
7.43	3865.13
7.438	3873.33
7.446	3866.15
7.455	3853.33
7.463	3852.82
7.47	3856.41
7.478	3853.85
7.485	3853.85
7.494	3851.79
7.502	3840
7.51	3834.36
7.517	3836.92
7.524	3835.9
7.533	3834.36
7.541	3834.36
7.55	3834.87
7.557	3833.33
7.565	3829.23
7.572	3829.74
7.58	3834.87
7.588	3835.9
7.596	3825.64
7.604	3820
7.612	3828.21
7.618	3832.82
7.627	3825.13
7.635	3818.97
7.641	3823.59
7.649	3827.18
7.657	3823.08
7.667	3820.51
7.674	3820.51
7.683	3821.54
7.689	3820
7.697	3817.44
7.704	3820.51
7.713	3820
7.721	3810.26
7.728	3812.82
7.735	3824.1
7.743	3821.03
7.751	3812.82
7.76	3812.82
7.768	3817.95
7.775	3821.03
7.783	3823.59
7.791	3825.13
7.8	3823.08
7.807	3820
7.815	3817.44
7.822	3820
7.83	3828.21
7.839	3831.79
7.846	3830.77
7.854	3833.33
7.861	3836.92
7.869	3837.95
7.877	3835.38
7.885	3833.33
7.895	3831.28
7.902	3830.77
7.908	3830.77
7.916	3830.77
7.924	3832.82
7.933	3829.23
7.941	3821.54
7.947	3823.59
7.956	3826.67
7.964	3819.49
7.973	3814.87
7.98	3823.59
7.986	3830.77
7.994	3823.59
8.002	3818.46
8.01	3822.05
8.018	3824.1
8.027	3824.62
8.033	3822.05
8.041	3816.92
8.05	3822.56
8.057	3828.21
8.065	3824.1
8.072	3818.97
8.08	3816.92
8.088	3821.54
8.096	3822.05
8.104	3812.82
8.112	3809.74
8.119	3816.41
8.127	3817.44
8.135	3812.31
8.143	3816.92
8.151	3825.13
8.159	3824.1
8.166	3823.59
8.174	3819.49
8.183	3807.18
8.19	3805.64
8.198	3822.05
8.205	3830.26
8.214	3820.51
8.221	3819.49
8.229	3828.72
8.237	3827.18
8.245	3824.1
8.252	3826.67
8.26	3823.59
8.268	3821.03
8.277	3821.54
8.284	3814.36
8.291	3811.28
8.299	3816.92
8.307	3822.05
8.315	3820
8.323	3819.49
8.331	3821.54
8.338	3817.44
8.346	3815.38
8.354	3812.82
8.362	3809.74
8.37	3813.85
8.378	3821.03
8.385	3821.54
8.393	3820
8.401	3823.59
8.409	3823.08
8.417	3817.44
8.424	3816.41
8.432	3815.38
8.439	3812.31
8.448	3809.23
8.456	3805.64
8.463	3806.67
8.471	3808.21
8.479	3806.15
8.487	3813.85
8.496	3816.92
8.503	3812.82
8.509	3824.62
8.518	3835.9
8.525	3829.23
8.534	3828.72
8.541	3833.85
8.548	3831.79
8.556	3830.26
8.565	3824.62
8.575	3819.49
8.582	3827.69
8.588	3831.28
8.596	3822.56
8.604	3821.54
8.612	3821.54
8.62	3821.54
8.628	3827.18
8.636	3828.72
8.642	3820
8.65	3814.87
8.659	3822.05
8.667	3829.74
8.674	3826.67
8.682	3822.05
8.69	3827.18
8.698	3830.26
8.706	3832.31
8.715	3840
8.721	3850.26
8.729	3861.54
8.736	3871.79
8.745	3879.49
8.753	3879.49
8.76	3883.08
8.768	3901.03
8.775	3911.79
8.784	3905.64
8.792	3900
8.799	3905.13
8.808	3905.64
8.814	3895.9
8.822	3889.23
8.83	3878.97
8.839	3871.79
8.847	3874.87
8.853	3873.85
8.862	3866.67
8.87	3860
8.878	3851.28
8.886	3844.1
8.894	3840
8.901	3831.79
8.91	3823.59
8.917	3826.67
8.925	3832.82
8.934	3826.15
8.942	3820
8.95	3824.62
8.957	3826.67
8.965	3820
8.972	3817.95
8.981	3824.1
8.988	3822.56
8.996	3807.69
9.003	3797.95
9.011	3795.38
9.019	3791.79
9.027	3791.28
9.034	3800.51
9.042	3811.28
9.05	3808.21
9.059	3798.46
9.066	3801.03
9.074	3809.23
9.081	3811.79
9.089	3811.28
9.097	3812.31
9.105	3814.87
9.113	3811.79
9.12	3807.69
9.128	3809.23
9.137	3808.21
9.144	3804.62
9.152	3804.62
9.16	3807.69
9.167	3807.18
9.175	3804.62
9.183	3803.08
9.192	3798.46
9.199	3798.46
9.206	3804.62
9.214	3807.69
9.222	3806.15
9.23	3804.1
9.238	3804.62
9.246	3809.74
9.253	3811.79
9.261	3806.67
9.269	3805.13
9.277	3806.67
9.285	3805.64
9.292	3806.15
9.3	3812.82
9.308	3816.41
9.316	3810.77
9.324	3807.69
9.332	3810.77
9.339	3810.26
9.347	3805.13
9.355	3802.56
9.363	3806.67
9.371	3811.28
9.378	3812.82
9.386	3810.77
9.394	3811.28
9.402	3820
9.41	3827.18
9.417	3826.15
9.424	3825.64
9.433	3827.18
9.441	3824.1
9.449	3820.51
9.457	3827.69
9.464	3834.36
9.471	3829.74
9.48	3830.77
9.488	3835.38
9.496	3833.33
9.504	3833.33
9.511	3840.51
9.519	3849.74
9.528	3850.26
9.535	3845.64
9.543	3845.64
9.55	3847.69
